,company,id,year,net_sales,op_profit_ebit,prof_after_net_fin_items,results,fixed_assets,current_assets,lt_liabilities,curr_liabilities,revenue,num_employes,op_prof_ebitda,prof_margin,gross_prof,quick_ratio,default,actual_status,date,Blanks
1922,Ã„MTAB Aktiebolag,5564557063,2019,5653,27,1,0,668,2071,378,1088,5654,4,84,0.0048,0.4854,0.5901,0,Active,2019-12-31,0
1923,Ã„MTAB Aktiebolag,5564557063,2018,6774,237,195,177,706,1936,175,1190,6774,4,301,0.0354,0.4384,0.6706,0,Active,2018-12-31,0
1924,Ã„MTAB Aktiebolag,5564557063,2017,5542,138,97,96,543,2204,549,1066,5542,4,206,0.0256,0.4572,0.7251,0,Active,2017-12-31,0
1925,Ã„MTAB Aktiebolag,5564557063,2016,7659,293,251,194,544,2181,742,920,7697,6,365,0.0383,0.4446,0.9065,0,Active,2016-12-31,0
1926,Ã„MTAB Aktiebolag,5564557063,2015,6886,118,70,52,430,2068,611,1017,6933,7,155,0.0174,0.5507,0.353,0,Active,2015-12-31,0
1927,Ã„MTAB Aktiebolag,5564557063,2014,6693,71,39,29,401,2676,768,1491,6700,0,112,0.0115,0.5988,0.860499999999999,0,Active,2014-12-31,0
1928,Ã„MTAB Aktiebolag,5564557063,2013,7312,116,86,67,383,1968,423,1139,7312,9,150,0.0163999999999999,0.645,0.8929,0,Active,2013-12-31,0
1929,Ã„MTAB Aktiebolag,5564557063,2012,9207,353,316,172,434,2005,266,1452,9226,10,411,0.0414,0.5926,0.8299,0,Active,2012-12-31,0
1930,Ã„MTAB Aktiebolag,5564557063,2011,10031,192,88,5,465,2985,1115,1869,10090,10,289,0.0191,0.577199999999999,0.870499999999999,0,Active,2011-12-31,0
1931,Ã„MTAB Aktiebolag,5564557063,2010,8183,74,8,5,533,2130,626,1603,8209,9,182,0.009,0.674,0.3313,0,Active,2010-12-31,0
1932,Ã„ngÃ¶ Invest AB,5565549168,2016,13419,3546,6495,6555,40214,10929,15779,16433,16675,0,12114,0.519699999999999,0.715699999999999,0.6299,0,Active,2016-12-31,0
1933,Ã„ngÃ¶ Invest AB,5565549168,2015,10127,2257,1419,325,37234,9732,22372,10265,11758,0,9085,0.2304,0.8014,0.8482,0,Active,2015-12-31,0
1934,Ã„ngÃ¶ Invest AB,5565549168,2014,7677,4398,3645,2106,36304,7343,19393,9754,13149,0,10646,0.593299999999999,0.7816,0.5705,0,Active,2014-12-31,0
1935,Ã„ngÃ¶ Invest AB,5565549168,2013,7303,1706,2064,707,31967,3513,13899,9128,9348,0,8164,0.4011,0.93,0.3246,0,Active,2013-12-31,0
1936,Ã„ngÃ¶ Invest AB,5565549168,2012,7307,588,1963,1124,32690,1941,14209,8209,9066,0,7910,0.4004,0.9227,0.1694,0,Active,2012-12-31,0
1937,Ã„ngÃ¶ Invest AB,5565549168,2011,7569,864,2483,298,35039,2436,16302,8977,9525,0,8033,0.433299999999999,0.8581,0.2101,0,Active,2011-12-31,0
1938,Ã„ngÃ¶ Invest AB,5565549168,2010,6466,-200,2389,1075,29909,789,11723,7713,7226,0,6124,0.4471,0.922099999999999,0.1023,0,Active,2010-12-31,0
1939,Ã„ngagÃ¥rdens SnickeritjÃ¤nst AB,5590944848,2019,5044,108,57,40,839,1404,1268,730,5214,4,289,0.0214,0.5387,1.2521,0,Active,2019-12-31,0
1940,Ã„ngagÃ¥rdens SnickeritjÃ¤nst AB,5590944848,2018,4377,107,59,42,570,1050,819,597,4615,5,244,0.0243999999999999,0.5835,0.9414,0,Active,2018-12-31,0
1941,Ã„ngagÃ¥rdens SnickeritjÃ¤nst AB,5590944848,2017,5059,186,148,112,419,1249,379,1127,5246,6,291,0.0368,0.5519,0.874,0,Active,2017-12-31,0
1942,Ã„ngby Byggnads Aktiebolag,5565206918,2018,75737,7215,7127,4163,532,32290,14,23126,75737,2,7395,0.0953,0.1826,1.39629999999999,0,Active,2018-12-31,0
1943,Ã„ngby Byggnads Aktiebolag,5565206918,2017,38184,2747,2719,2138,177,10969,336,7077,38185,2,2831,0.0719,0.2737,1.55,0,Active,2017-12-31,0
1944,Ã„ngby Byggnads Aktiebolag,5565206918,2016,33827,1389,1398,1126,287,5077,168,3601,33840,2,1472,0.0415,0.1415,1.4099,0,Active,2016-12-31,0
1945,Ã„ngby Byggnads Aktiebolag,5565206918,2015,23421,693,687,687,201,5309,78,4056,23421,2,794,0.0296,0.201499999999999,1.3089,0,Active,2015-12-31,0
1946,Ã„ngby Byggnads Aktiebolag,5565206918,2014,12972,668,668,668,50,2966,387,1840,15175,1,934,0.0518,0.596,1.61199999999999,0,Active,2014-12-31,0
1947,Ã„ngby Byggnads Aktiebolag,5565206918,2013,2077,-1894,-1920,-1920,316,789,210,774,2077,1,-1661,-1.0,0.1743,1.0194,0,Active,2013-12-31,0
1948,Ã„ngby Byggnads Aktiebolag,5565206918,2012,3812,-127,-148,-148,549,2109,618,1128,4053,4,182,-1.0,0.6065,1.8697,0,Active,2012-12-31,0
1949,Ã„ngby Byggnads Aktiebolag,5565206918,2011,21750,1328,1272,959,1182,2378,14,2486,21750,16,1657,0.0611,0.4623,0.9566,0,Active,2011-12-31,0
1950,Ã„ngby Byggnads Aktiebolag,5565206918,2010,14189,236,173,183,698,2890,868,2620,14189,16,507,0.0166,0.5332,1.1031,0,Active,2010-12-31,0
1951,Ã„ngby Byggnads Aktiebolag,5565206918,2009,15462,-880,-943,-940,939,2278,518,2906,15462,18,-537,-1.0,0.4128,0.7515,0,Active,2009-12-31,0
1952,Ã„ngelholms Muraren AB,5567464507,2019,16802,931,929,721,669,3847,0,2471,16802,14,1055,0.0554,0.6572,1.4019,0,Active,2019-12-31,0
1953,Ã„ngelholms Muraren AB,5567464507,2018,14499,1474,1471,1136,521,3228,0,1725,14499,14,1561,0.1017,0.7039,1.6603,0,Active,2018-12-31,0
1954,Ã„ngelholms Muraren AB,5567464507,2017,10070,-15,-24,0,366,2368,0,1846,10154,11,41,-1.0,0.714599999999999,1.1035,0,Active,2017-12-31,0
1955,Ã„ngelholms Muraren AB,5567464507,2016,9072,177,175,137,230,1919,0,1085,9073,9,226,0.0195,0.7399,1.4977,0,Active,2016-12-31,0
1956,Ã„ngelholms Muraren AB,5567464507,2015,10213,313,302,128,236,2189,0,1497,10363,9,334,0.0306,0.6764,1.2993,0,Active,2015-12-31,0
1957,Ã„ngelholms Muraren AB,5567464507,2014,9207,650,644,396,148,2170,0,1528,9535,11,665,0.0707,0.7502,1.3449,0,Active,2014-12-31,0
1958,Ã„ngelholms Muraren AB,5567464507,2013,7298,17,2,2,54,1405,0,1213,7427,9,31,0.0036,0.7003,1.0923,0,Active,2013-12-31,0
1959,Ã„ngelholms Muraren AB,5567464507,2012,6556,286,275,275,19,1306,0,1081,6556,11,317,0.0438,0.7119,1.1286,0,Active,2012-12-31,0
1960,Ã„ngelholms Muraren AB,5567464507,2011,6653,335,311,311,64,964,0,1060,6655,7,373,0.0504,0.6692,0.8472,0,Active,2011-12-31,0
1961,Ã„ngelholms Muraren AB,5567464507,2010,6893,-676,-691,-691,147,827,0,1316,6893,8,-638,-1.0,0.549099999999999,0.557,0,Active,2010-12-31,0
1962,Ã„ngelholms StÃ¤ngsel AB,5567014179,2018,5804,321,321,187,47,1480,163,613,5804,4,333,0.0553,0.7745,2.4144,0,Active,2018-12-31,0
1963,Ã„ngelholms StÃ¤ngsel AB,5567014179,2017,6105,482,469,293,0,1066,0,482,6105,4,489,0.079,0.7364,2.2116,0,Active,2017-12-31,0
1964,Ã„ngelholms StÃ¤ngsel AB,5567014179,2016,4280,70,45,45,7,594,0,315,4280,4,77,0.0163999999999999,0.8227,1.8857,0,Active,2016-12-31,0
1965,Ã„ngelholms StÃ¤ngsel AB,5567014179,2015,4522,-29,-44,-44,15,543,0,316,4522,5,-22,-1.0,0.858499999999999,1.7184,0,Active,2015-12-31,0
1966,Ã„ngelholms StÃ¤ngsel AB,5567014179,2014,4361,760,703,703,22,712,174,274,4361,4,775,0.1743,0.8276,2.5985,0,Active,2014-12-31,0
1967,Ã„ngelholms StÃ¤ngsel AB,5567014179,2013,4110,91,32,32,37,550,658,346,4110,4,106,0.0220999999999999,0.755,1.5896,0,Active,2013-12-31,0
1968,Ã„ngelholms StÃ¤ngsel AB,5567014179,2012,3871,-648,-675,-709,14,720,691,492,3999,4,-640,-1.0,0.713,1.4634,0,Active,2012-12-31,0
1969,Ã„ngelholms StÃ¤ngsel AB,5567014179,2011,4966,790,741,720,23,968,171,459,4980,4,860,0.1591,0.764,2.10889999999999,0,Active,2011-12-31,0
1970,Ã„ngelholms StÃ¤ngsel AB,5567014179,2010,4971,-401,-436,-436,136,875,792,579,5021,6,-305,-1.0,0.7717,1.5112,0,Active,2010-12-31,0
1971,Ã„ngelholms StÃ¤ngsel AB,5567014179,2009,4381,-229,-258,-196,149,780,212,640,4381,6,-150,-1.0,0.8035,1.21879999999999,0,Active,2009-12-31,0
1972,Ã„ngslidens Byggnadsaktiebolag,5566375456,2018,5509,47,46,34,0,5876,0,4293,5592,4,102,0.0085,0.4357,1.3687,0,Active,2018-12-31,0
1973,Ã„ngslidens Byggnadsaktiebolag,5566375456,2017,5637,556,556,429,222,5040,0,3714,5696,3,599,0.0986,0.493699999999999,1.357,0,Active,2017-12-31,0
1974,Ã„ngslidens Byggnadsaktiebolag,5566375456,2016,5836,513,513,396,10,5092,0,2582,5836,4,519,0.0881,0.5408,1.9721,0,Active,2016-12-31,0
1975,Ã„ngslidens Byggnadsaktiebolag,5566375456,2015,6404,453,455,351,16,5462,0,3353,6529,4,459,0.0717,0.5044,1.629,0,Active,2015-12-31,0
1976,Ã„ngslidens Byggnadsaktiebolag,5566375456,2014,7064,345,348,829,21,5171,0,2619,7064,4,361,0.05,0.4336,1.9744,0,Active,2014-12-31,0
1977,Ã„ngslidens Byggnadsaktiebolag,5566375456,2013,8171,451,476,366,22,5384,0,2337,8171,4,465,0.0586,0.3973,2.3038,0,Active,2013-12-31,0
1978,Ã„ngslidens Byggnadsaktiebolag,5566375456,2012,9349,1409,1441,878,23,4752,0,1923,9379,4,1431,0.1547,0.4254,2.4711,0,Active,2012-12-31,0
1979,Ã„ngslidens Byggnadsaktiebolag,5566375456,2011,6874,771,793,491,45,3602,0,1780,6874,4,796,0.1157,0.4657,2.0236,0,Active,2011-12-31,0
1980,Ã„ngslidens Byggnadsaktiebolag,5566375456,2010,5525,397,397,261,70,3049,0,1735,5525,4,422,0.0722,0.4425,1.75729999999999,0,Active,2010-12-31,0
1981,Ã„ngslidens Byggnadsaktiebolag,5566375456,2009,7488,598,600,332,51,2594,0,1425,7501,4,613,0.0803,0.369799999999999,1.8204,0,Active,2009-12-31,0
1982,Ã„nkan Byggservice AB,5590439401,2019,14605,414,396,292,323,4038,0,3452,16500,26,528,0.0283,0.888199999999999,0.9235,0,Active,2019-12-31,0
1983,Ã„nkan Byggservice AB,5590439401,2018,12840,904,903,697,385,3250,0,2117,14844,20,1001,0.0704,0.8261,1.5352,0,Active,2018-12-31,0
1984,Ã„rna Ventilation AB,5590308614,2018,16466,75,69,46,120,2801,86,2691,16559,6,116,0.0046,0.2744,1.0409,0,Active,2018-12-31,0
1985,Ã„rna Ventilation AB,5590308614,2017,8250,1057,1054,813,25,2600,0,1428,8298,8,1057,0.1281,0.6445,1.82,0,Active,2017-12-31,0
1986,Ã„rna Ventilation AB,5590308614,2016,3667,624,624,484,0,1095,0,561,3667,5,624,0.1702,0.7008,1.9519,0,Active,2016-12-31,0
1987,Ã„s Entreprenad & Schakt AB,5569088718,2019,6296,582,561,254,3054,3375,1807,945,6366,2,1253,0.0944999999999999,0.4514,3.57139999999999,0,Active,2019-12-31,0
1988,Ã„s Entreprenad & Schakt AB,5569088718,2018,6047,817,788,407,1894,3075,399,1198,6132,2,1347,0.1351,0.466,2.5668,0,Active,2018-12-31,0
1989,Ã„s Entreprenad & Schakt AB,5569088718,2017,6512,1352,1304,720,1959,2870,703,1121,6512,2,1830,0.2076,0.5081,2.5602,0,Active,2017-12-31,0
1990,Ã„s Entreprenad & Schakt AB,5569088718,2016,7319,1296,1243,524,2255,2467,1172,1457,7381,2,1679,0.1771,0.4065,1.6932,0,Active,2016-12-31,0
1991,Ã„s Entreprenad & Schakt AB,5569088718,2015,6027,908,876,555,567,2411,313,1665,6122,1,1058,0.1507,0.2988,1.448,0,Active,2015-12-31,0
1992,Ã„s Entreprenad & Schakt AB,5569088718,2014,2820,281,246,35,578,748,410,632,2820,2,413,0.0996,0.474099999999999,1.1835,0,Active,2014-12-31,0
1993,A&J Isolering AB,5569193575,2019,8771,637,620,545,287,1533,144,861,8772,7,696,0.0726,0.6023,1.7805,0,Active,2019-12-31,0
1994,A&J Isolering AB,5569193575,2018,5527,-723,-732,-514,87,751,0,614,5527,8,-699,-1.0,0.4252,1.2231,0,Active,2018-12-31,0
1995,A&J Isolering AB,5569193575,2017,7524,866,858,496,111,1519,0,523,7524,8,890,0.1151,0.7537,2.9044,0,Active,2017-12-31,0
1996,A&J Isolering AB,5569193575,2016,4676,220,220,170,55,1188,0,689,4676,5,234,0.0473,0.7686,1.7242,0,Active,2016-12-31,0
1997,A&J Isolering AB,5569193575,2015,2841,598,598,466,0,893,0,360,2853,3,598,0.2105,0.8145,2.4806,0,Active,2015-12-31,0
1998,A&J Isolering AB,5569193575,2014,1183,134,134,122,0,184,0,12,1183,1,134,0.1133,0.6746,15.3333,0,Active,2014-12-31,0
1999,A&J Isolering AB,5569193575,2013,939,-83,-84,-84,0,88,0,38,939,1,-83,-1.0,0.616599999999999,2.3158,0,Active,2013-12-31,0
2000,A&S Bygg & FÃ¶rvaltning AB,5563285773,2019,20,-2442,-2370,-2370,56,160,650,2602,379,3,-2394,-114.0,-23.65,0.0557,0,Active,2019-12-31,0
2001,A&S Bygg & FÃ¶rvaltning AB,5563285773,2017,13326,113,-47,-47,87,4260,795,3300,13326,3,161,0.0085,0.2602,1.28639999999999,0,Active,2017-12-31,0
2002,A&S Bygg & FÃ¶rvaltning AB,5563285773,2016,7438,142,30,23,128,3603,791,2642,7438,3,183,0.0192,0.442999999999999,1.3637,0,Active,2016-12-31,0
2003,A&S Bygg & FÃ¶rvaltning AB,5563285773,2015,8901,257,162,162,185,3575,810,2674,8901,3,286,0.0289999999999999,0.3156,1.3369,0,Active,2015-12-31,0
2004,A&S Bygg & FÃ¶rvaltning AB,5563285773,2014,8854,99,37,37,33,3454,601,2773,8854,0,121,0.0113,0.355,1.2456,0,Active,2014-12-31,0
2005,A&S Bygg & FÃ¶rvaltning AB,5563285773,2013,7768,122,22,22,55,1819,0,1798,7768,4,144,0.0157,0.429699999999999,1.0117,0,Active,2013-12-31,0
2006,A&S Bygg & FÃ¶rvaltning AB,5563285773,2012,10314,-455,-550,-550,123,2252,0,2322,10314,7,-426,-1.0,0.3251,0.9699,0,Active,2012-12-31,0
2007,A&S Bygg & FÃ¶rvaltning AB,5563285773,2011,14351,-60,-116,-116,126,2162,17,2017,14351,7,-20,-1.0,0.322899999999999,1.0719,0,Active,2011-12-31,0
2008,A&S Bygg & FÃ¶rvaltning AB,5563285773,2010,13855,389,336,336,134,3152,38,2845,13855,7,429,0.0281,0.3533,1.1079,0,Active,2010-12-31,0
2009,A3 Bygg AB,5567823041,2019,2444,254,251,251,0,442,0,86,2480,5,348,0.1039,1.0,5.1395,0,Active,2019-12-31,0
2010,A3 Bygg AB,5567823041,2018,13136,1256,1140,1140,406,902,0,843,13722,11,1342,0.0956,1.0,1.07,0,Active,2018-12-31,0
2011,A3 Bygg AB,5567823041,2017,43175,-2108,-2228,-2228,341,3917,2223,2711,43954,21,-2005,-1.0,1.0,1.3722,0,Active,2017-12-31,0
2012,A3 Bygg AB,5567823041,2016,71027,288,274,205,196,10361,122,8882,71291,14,320,0.00409999999999999,1.0,1.1443,0,Active,2016-12-31,0
2013,A3 Bygg AB,5567823041,2015,72311,797,777,601,36,12554,0,11192,72641,14,812,0.011,0.1558,1.1217,0,Active,2015-12-31,0
2014,A3 Bygg AB,5567823041,2014,62531,1042,944,935,51,7550,0,6504,63230,14,1104,0.0167,0.233799999999999,1.1608,0,Active,2014-12-31,0
2015,A3 Bygg AB,5567823041,2013,31604,-953,-987,-941,40,3719,0,3598,31914,10,-907,-1.0,0.3935,1.0336,0,Active,2013-12-31,0
2016,A3 Bygg AB,5567823041,2012,9101,96,86,47,86,1794,190,1441,9213,8,142,0.0107,0.4992,0.7661,0,Active,2012-12-31,0
2017,A3 Bygg AB,5567823041,2011,5878,30,22,12,133,743,24,674,6065,6,76,0.0051,0.431899999999999,1.0772,0,Active,2011-12-31,0
2018,A3 Bygg AB,5567823041,2010,2547,75,75,41,105,550,106,389,2547,4,79,0.0294,0.6196,0.8715,0,Active,2010-12-31,0
2019,a3 EL AB,5569035222,2019,11810,1432,1403,810,15,3160,667,1262,11810,6,1438,0.1213,0.5919,2.504,0,Active,2019-12-31,0
2020,a3 EL AB,5569035222,2018,8249,349,345,255,21,2637,0,1172,8249,6,356,0.0423,0.6185,2.151,0,Active,2018-12-31,0
2021,a3 EL AB,5569035222,2017,7848,634,629,460,28,2676,0,991,7849,1,638,0.0808,0.6369,2.7003,0,Active,2017-12-31,0
2022,a3 EL AB,5569035222,2014,2798,173,174,134,0,1022,0,830,2837,0,173,0.0622,0.747699999999999,1.2313,0,Active,2014-12-31,0
2023,a3 EL AB,5569035222,2013,1794,10,10,7,0,575,0,518,1794,0,10,0.0056,0.808199999999999,1.11,0,Active,2013-12-31,0
2024,A4 Entreprenad Stockholm AB,5568640337,2019,31670,-521,-530,0,72,5524,215,4220,31772,3,-501,-1.0,0.102799999999999,1.309,0,Active,2019-12-31,0
2025,A4 Entreprenad Stockholm AB,5568640337,2018,23236,1595,1591,899,92,6123,0,4321,23302,4,1604,0.0686,0.248,1.41699999999999,0,Active,2018-12-31,0
2026,A4 Entreprenad Stockholm AB,5568640337,2017,12130,1018,1016,564,0,2491,0,1582,12160,7,1018,0.0839,0.3634,1.5746,0,Active,2017-12-31,0
2027,A4 Entreprenad Stockholm AB,5568640337,2016,5302,-68,-70,-42,0,748,0,675,5424,7,-68,-1.0,0.5681,1.1081,0,Active,2016-12-31,0
2028,A4 Entreprenad Stockholm AB,5568640337,2015,139,111,111,65,0,184,0,41,139,0,111,0.7986,0.9281,4.4878,0,Active,2015-12-31,0
2029,AA - Glas AB,5567240642,2018,15896,566,589,323,177,5191,913,1916,15896,11,663,0.0372,0.6315,2.6874,0,Active,2018-12-31,0
2030,AA - Glas AB,5567240642,2017,15675,725,724,406,220,4771,913,2022,15719,10,806,0.0465,0.6357,2.3333,0,Active,2017-12-31,0
2031,AA - Glas AB,5567240642,2016,15189,442,451,261,258,4614,938,2475,15254,13,598,0.0298,0.693199999999999,1.85009999999999,0,Active,2016-12-31,0
2032,AA - Glas AB,5567240642,2015,16459,1000,1012,528,194,3563,208,2463,16608,14,1183,0.0617,0.708199999999999,1.408,0,Active,2015-12-31,0
2033,AA - Glas AB,5567240642,2014,14805,-761,-754,-330,342,6983,4105,2875,15052,13,-610,-1.0,0.6624,2.369,0,Active,2014-12-31,0
2034,AA - Glas AB,5567240642,2013,14121,1036,1035,442,480,7504,4341,2624,15870,13,1232,0.0741,0.7053,2.7645,0,Active,2013-12-31,0
2035,AA - Glas AB,5567240642,2012,17228,-464,-246,71,904,6512,3901,2858,17506,16,54,-1.0,0.6516,2.191,0,Active,2012-12-31,0
2036,AA - Glas AB,5567240642,2011,7476,-242,130,72,3599,3554,3757,1961,7476,8,88,0.0217,0.703199999999999,1.716,0,Active,2011-12-31,0
2037,AA - Glas AB,5567240642,2010,8986,583,555,437,631,3679,246,2379,9040,9,942,0.0662,0.7286,1.454,0,Active,2010-12-31,0
2038,AA - Glas AB,5567240642,2009,10912,1485,1431,774,1148,3672,699,2496,10912,8,1880,0.1365,0.674899999999999,1.3954,0,Active,2009-12-31,0
2039,"AABCMS Ventilation, PlÃ¥t, El & Styr Gruppen AB",5564921947,2019,28999,2694,4699,3774,4191,7097,0,3991,29082,13,2757,0.163,0.5514,1.7783,0,Active,2019-12-31,0
2040,"AABCMS Ventilation, PlÃ¥t, El & Styr Gruppen AB",5564921947,2018,30769,1744,1716,1411,5170,3264,0,3882,30769,16,1817,0.0567,0.5059,0.8408,0,Active,2018-12-31,0
2041,"AABCMS Ventilation, PlÃ¥t, El & Styr Gruppen AB",5564921947,2017,28729,1665,1719,1377,4948,7066,0,5433,29057,16,1872,0.0608999999999999,0.4851,1.3006,0,Active,2017-12-31,0
2042,"AABCMS Ventilation, PlÃ¥t, El & Styr Gruppen AB",5564921947,2016,35181,476,517,719,5011,4364,0,3567,35316,16,788,0.0156,0.4606,1.2234,0,Active,2016-12-31,0
2043,"AABCMS Ventilation, PlÃ¥t, El & Styr Gruppen AB",5564921947,2015,26570,1617,1700,1607,4821,6655,0,4108,26654,16,1921,0.0649,0.472,1.62,0,Active,2015-12-31,0
2044,"AABCMS Ventilation, PlÃ¥t, El & Styr Gruppen AB",5564921947,2014,30709,689,2491,2513,5265,4808,22,2367,30827,16,1106,0.0823,0.4325,2.0313,0,Active,2014-12-31,0
2045,"AABCMS Ventilation, PlÃ¥t, El & Styr Gruppen AB",5564921947,2013,27528,676,783,304,6556,5291,165,3767,27574,16,1110,0.03,0.4972,1.4046,0,Active,2013-12-31,0
2046,"AABCMS Ventilation, PlÃ¥t, El & Styr Gruppen AB",5564921947,2012,31345,2395,2563,1449,3851,7294,0,2432,31469,16,2726,0.0825999999999999,0.4234,2.903,0,Active,2012-12-31,0
2047,"AABCMS Ventilation, PlÃ¥t, El & Styr Gruppen AB",5564921947,2011,36074,3071,3071,1512,1813,10366,0,4009,36109,16,3364,0.0856,0.4512,2.5857,0,Active,2011-12-31,0
2048,"AABCMS Ventilation, PlÃ¥t, El & Styr Gruppen AB",5564921947,2010,36252,3204,3205,1574,1279,11874,0,6037,36252,16,3390,0.0889,0.3558,1.96689999999999,0,Active,2010-12-31,0
2049,Aadax TotallÃ¥s AB,5567507685,2018,6295,1037,1051,817,1291,2542,0,889,6325,3,1114,0.1671,0.5797,2.1912,0,Active,2018-12-31,0
2050,Aadax TotallÃ¥s AB,5567507685,2017,6792,1248,1262,981,1356,2138,0,983,6817,0,1325,0.1857,0.5268,1.6846,0,Active,2017-12-31,0
2051,Aadax TotallÃ¥s AB,5567507685,2016,6042,1309,1318,1024,866,1676,0,713,6070,3,1384,0.2183,0.5765,1.7055,0,Active,2016-12-31,0
2052,Aadax TotallÃ¥s AB,5567507685,2015,4853,617,617,477,492,1153,0,599,4881,3,670,0.1271,0.5446,1.2321,0,Active,2015-12-31,0
2053,Aadax TotallÃ¥s AB,5567507685,2014,3748,425,424,329,107,954,0,332,3776,3,462,0.1134,0.6297,1.9909999999999899,0,Active,2014-12-31,0
2054,Aadax TotallÃ¥s AB,5567507685,2013,3354,258,257,198,14,841,0,306,3382,3,271,0.0769,0.6556,1.83009999999999,0,Active,2013-12-31,0
2055,Aadax TotallÃ¥s AB,5567507685,2012,3470,1,0,143,28,896,0,433,3498,3,91,0.0003,0.5948,1.48729999999999,0,Active,2012-12-31,0
2056,Aadax TotallÃ¥s AB,5567507685,2011,3600,319,319,231,118,910,0,349,3628,3,380,0.0886,0.6594,1.9054,0,Active,2011-12-31,0
2057,Aadax TotallÃ¥s AB,5567507685,2010,3571,157,156,108,164,771,0,367,3571,3,230,0.044,0.5727,1.4469,0,Active,2010-12-31,0
2058,Aadax TotallÃ¥s AB,5567507685,2009,2909,201,201,142,194,776,40,350,2909,2,265,0.0691,0.5985,1.4657,0,Active,2009-12-31,0
2059,AB 88 Kvadrat,5590770078,2019,7037,261,215,161,2259,1328,1824,939,7097,3,301,0.0371,0.3308,1.4143,0,Active,2019-12-31,0
2060,AB 88 Kvadrat,5590770078,2018,5680,211,191,266,548,1614,307,892,5680,2,229,0.0371,0.362299999999999,1.8094,0,Active,2018-12-31,0
2061,AB 88 Kvadrat,5590770078,2017,5914,1188,1180,661,73,1523,0,575,5914,2,1189,0.2009,0.391599999999999,2.6487,0,Active,2017-12-31,0
2062,AB Ã–stgÃ¶ta-Byggen,5565464608,2019,42989,1976,1974,1546,125,10092,0,6673,43044,18,2020,0.046,0.762,1.5124,0,Active,2019-12-31,0
2063,AB Ã–stgÃ¶ta-Byggen,5565464608,2018,27037,438,434,593,121,12091,0,10214,27058,15,467,0.0162,0.767,1.1838,0,Active,2018-12-31,0
2064,AB Ã–stgÃ¶ta-Byggen,5565464608,2017,30027,175,173,466,150,6582,0,4998,30049,15,209,0.0058,0.7211,1.3169,0,Active,2017-12-31,0
2065,AB Ã–stgÃ¶ta-Byggen,5565464608,2016,36214,4,3,1,184,10105,0,8581,36335,16,9381,0.0001,0.7342,1.1776,0,Active,2016-12-31,0
2066,AB Ã–stgÃ¶ta-Byggen,5565464608,2015,36012,1730,1722,1523,226,12282,0,5507,36043,19,1772,0.0481,0.765,2.2303,0,Active,2015-12-31,0
2067,AB Ã–stgÃ¶ta-Byggen,5565464608,2014,31918,-657,-642,435,645,9301,0,4223,31931,23,-607,-1.0,0.8005,2.2025,0,Active,2014-12-31,0
2068,AB Ã–stgÃ¶ta-Byggen,5565464608,2013,35330,-1618,-1364,131,889,16911,2500,8811,35368,23,-1560,-1.0,0.762699999999999,1.9193,0,Active,2013-12-31,0
2069,AB Ã–stgÃ¶ta-Byggen,5565464608,2012,55757,1064,1189,578,1155,20254,0,10557,55762,25,1115,0.0278,0.8744,1.91849999999999,0,Active,2012-12-31,0
2070,AB Ã–stgÃ¶ta-Byggen,5565464608,2011,88597,2372,2626,1360,1108,23265,0,11926,88634,25,2426,0.0333,0.843,1.9508,0,Active,2011-12-31,0
2071,AB Ã–stgÃ¶ta-Byggen,5565464608,2010,26204,-1561,-1479,20,1162,23756,0,14506,26231,29,-1435,-1.0,0.5522,1.6377,0,Active,2010-12-31,0
2072,AB Ã…rsta Bygg och Entreprenad,5590460985,2019,15409,1404,1400,798,108,4247,0,3116,15429,5,1404,0.0911,0.3488,1.363,0,Active,2019-12-31,0
2073,AB Ã…rsta Bygg och Entreprenad,5590460985,2018,11204,30,23,7,0,1942,28,1837,11225,5,30,0.0027,0.3429,1.0572,0,Active,2018-12-31,0
2074,AB Ã…rsta Bygg och Entreprenad,5590460985,2017,10869,546,538,415,0,2962,12,2475,11030,4,546,0.0501999999999999,0.3502,1.1968,0,Active,2017-12-31,0
2075,AB AllmÃ¤nna LÃ¥s i Limhamn,5568437395,2019,7294,871,869,693,84,1886,429,668,7409,3,929,0.119399999999999,0.4594,2.3877,0,Active,2019-12-31,0
2076,AB AllmÃ¤nna LÃ¥s i Limhamn,5568437395,2018,5129,259,256,201,79,1592,700,667,5245,3,331,0.0504999999999999,0.570099999999999,1.7241,0,Active,2018-12-31,0
2077,AB AllmÃ¤nna LÃ¥s i Limhamn,5568437395,2017,4965,690,689,767,151,2386,0,960,5095,2,771,0.139,0.6437,1.9312,0,Active,2017-12-31,0
2078,AB AllmÃ¤nna LÃ¥s i Limhamn,5568437395,2016,4254,350,350,297,232,1520,0,494,4317,2,442,0.0823,0.5435,2.5951,0,Active,2016-12-31,0
2079,AB AllmÃ¤nna LÃ¥s i Limhamn,5568437395,2015,4326,400,396,346,324,1373,0,549,4326,2,468,0.0926999999999999,0.5435,2.0055,0,Active,2015-12-31,0
2080,AB AllmÃ¤nna LÃ¥s i Limhamn,5568437395,2014,3733,362,358,216,255,1382,0,637,3757,2,400,0.0972,0.509,1.7834,0,Active,2014-12-31,0
2081,AB AllmÃ¤nna LÃ¥s i Limhamn,5568437395,2013,2953,385,381,229,159,1230,0,533,2963,2,422,0.1304,0.62,1.8518,0,Active,2013-12-31,0
