,company,id,year,net_sales,op_profit_ebit,prof_after_net_fin_items,results,fixed_assets,current_assets,lt_liabilities,curr_liabilities,revenue,num_employes,op_prof_ebitda,prof_margin,gross_prof,quick_ratio,default,actual_status,date,Blanks
552,A Modigs PlÃ¥t & UnderhÃ¥ll AB,5562242684,2017,5459,-379,-386,1,264,1632,0,1211,5459,5,-289,-1.0,0.5697,1.3476,0,Active,2017-12-31,0
553,A Modigs PlÃ¥t & UnderhÃ¥ll AB,5562242684,2016,5525,-8,-11,50,220,2625,0,1772,5545,6,79,-1.0,0.6306,1.48139999999999,0,Active,2016-12-31,0
554,A Modigs PlÃ¥t & UnderhÃ¥ll AB,5562242684,2015,6205,402,397,132,307,2414,0,1518,6294,6,530,0.0648,0.6466,1.5903,0,Active,2015-12-31,0
555,A Modigs PlÃ¥t & UnderhÃ¥ll AB,5562242684,2014,5081,-276,-281,1,403,1929,0,1487,5081,6,-145,-1.0,0.6174,1.2972,0,Active,2014-12-31,0
556,A Modigs PlÃ¥t & UnderhÃ¥ll AB,5562242684,2013,5688,-178,-207,2,534,2996,0,2400,5688,6,-43,-1.0,1.0,1.2446,0,Active,2013-12-31,0
557,A Modigs PlÃ¥t & UnderhÃ¥ll AB,5562242684,2012,7805,742,715,409,669,3716,0,2540,7805,6,885,0.0951,0.667099999999999,1.4575,0,Active,2012-12-31,0
558,A Modigs PlÃ¥t & UnderhÃ¥ll AB,5562242684,2011,7952,371,413,216,812,2412,0,1744,7952,5,520,0.0528,0.5421,1.3727,0,Active,2011-12-31,0
559,A Modigs PlÃ¥t & UnderhÃ¥ll AB,5562242684,2010,9098,484,449,212,718,2428,0,1995,9098,5,620,0.0533999999999999,0.4293,1.2095,0,Active,2010-12-31,0
560,A Olsson Grund & Betong AB,5561780833,2019,171780,8023,7599,4701,22068,31656,10873,26826,172551,95,10671,0.0467,0.5592,1.1617,0,Active,2019-12-31,0
561,A Olsson Grund & Betong AB,5561780833,2018,131274,4165,3760,2885,18929,31457,10310,30253,132094,77,5871,0.0318,0.5913,1.0211,0,Active,2018-12-31,0
562,A Olsson Grund & Betong AB,5561780833,2017,105991,3549,3156,2907,10737,25542,3755,23585,106861,70,5002,0.0335,0.6203,1.059,0,Active,2017-12-31,0
563,A Olsson Grund & Betong AB,5561780833,2016,101437,1914,1681,1813,10262,20946,2314,20936,104164,60,3627,0.0197999999999999,0.5397,0.9791,0,Active,2016-12-31,0
564,A Olsson Grund & Betong AB,5561780833,2015,83108,2395,2048,2889,10939,18682,3727,17524,84169,54,4118,0.0289,0.6089,1.0363,0,Active,2015-12-31,0
565,A Olsson Grund & Betong AB,5561780833,2014,84208,523,136,477,12373,16060,5088,16405,84893,48,2196,0.0062,0.5244,0.9518,0,Active,2014-12-31,0
566,A Olsson Grund & Betong AB,5561780833,2013,73948,996,531,685,12530,19217,5664,18123,74388,41,2518,0.0137,0.5107,1.0387,0,Active,2013-12-31,0
567,A Olsson Grund & Betong AB,5561780833,2012,68923,914,437,298,12924,15176,6209,14230,69272,40,2318,0.0139,0.5294,1.0382,0,Active,2012-12-31,0
568,A Olsson Grund & Betong AB,5561780833,2011,55618,2868,2487,968,10687,12140,5666,9397,55753,33,3947,0.0516,0.6201,1.28539999999999,0,Active,2011-12-31,0
569,A Olsson Grund & Betong AB,5561780833,2010,37698,2725,2537,1175,8050,6784,4912,4261,37875,22,3566,0.0723,0.5865,1.5816,0,Active,2010-12-31,0
570,A P H Elektriska Aktiebolag,5562301597,2018,8459,619,607,325,3679,2871,883,812,8500,8,779,0.0741,0.7086,2.9975,0,Active,2018-12-31,0
571,A P H Elektriska Aktiebolag,5562301597,2017,7613,179,186,211,2110,3354,0,1104,7613,7,233,0.0243999999999999,0.6523,2.5616,0,Active,2017-12-31,0
572,A P H Elektriska Aktiebolag,5562301597,2016,9212,1658,1665,976,2153,2904,0,801,9386,7,1712,0.1807,0.6083,2.88389999999999,0,Active,2016-12-31,0
573,A P H Elektriska Aktiebolag,5562301597,2015,9186,1525,1524,841,1800,2934,0,1231,9186,7,1619,0.1668,0.6168,2.0902,0,Active,2015-12-31,0
574,A P H Elektriska Aktiebolag,5562301597,2014,7179,442,441,219,1745,1784,0,978,7214,7,536,0.0626999999999999,0.6171,1.4213,0,Active,2014-12-31,0
575,A P H Elektriska Aktiebolag,5562301597,2013,7433,1145,1147,637,1269,1825,0,696,7433,7,1163,0.1548,0.7003,1.9555,0,Active,2013-12-31,0
576,A P H Elektriska Aktiebolag,5562301597,2012,5858,-95,-103,1,1222,1257,97,778,5943,7,-75,-1.0,0.606,0.9499,0,Active,2012-12-31,0
577,A P H Elektriska Aktiebolag,5562301597,2011,6910,879,871,458,1156,1599,0,878,6961,6,911,0.1281,0.6696,1.3861,0,Active,2011-12-31,0
578,A P H Elektriska Aktiebolag,5562301597,2010,6302,426,417,184,799,1840,0,1301,6302,6,444,0.0681,0.5847,1.14219999999999,0,Active,2010-12-31,0
579,A P H Elektriska Aktiebolag,5562301597,2009,5735,383,369,233,597,1473,0,1031,5755,6,392,0.0668,0.5979,0.981599999999999,0,Active,2009-12-31,0
580,A T I ByggtjÃ¤nst Aktiebolag,5562095025,2019,11820,1016,1016,752,4337,6208,0,2684,11820,7,1027,0.086,0.5082,2.313,0,Active,2019-12-31,0
581,A T I ByggtjÃ¤nst Aktiebolag,5562095025,2018,11211,1969,1969,1268,4205,5246,0,1889,11224,6,1980,0.175599999999999,0.5724,2.7771,0,Active,2018-12-31,0
582,A T I ByggtjÃ¤nst Aktiebolag,5562095025,2017,9739,1249,1249,726,4072,4110,0,1724,9754,6,1273,0.1283,0.5731,2.384,0,Active,2017-12-31,0
583,A T I ByggtjÃ¤nst Aktiebolag,5562095025,2016,10908,1350,1350,801,3651,4141,0,1873,10908,6,1395,0.1239,0.5371,2.1858,0,Active,2016-12-31,0
584,A T I ByggtjÃ¤nst Aktiebolag,5562095025,2015,14321,934,1022,652,2903,4926,0,2529,14321,7,1001,0.0713999999999999,0.4053,1.9478,0,Active,2015-12-31,0
585,A T I ByggtjÃ¤nst Aktiebolag,5562095025,2014,10109,1725,1729,1009,2090,5015,0,1998,10111,6,1794,0.1712,0.587,2.51,0,Active,2014-12-31,0
586,A T I ByggtjÃ¤nst Aktiebolag,5562095025,2013,10638,1039,1091,597,1957,4128,0,1785,10638,7,1100,0.1026,0.5556,2.31259999999999,0,Active,2013-12-31,0
587,A T I ByggtjÃ¤nst Aktiebolag,5562095025,2012,11438,817,847,461,1358,4395,0,2333,11438,7,880,0.0742,0.4269,1.7012,0,Active,2012-12-31,0
588,A T I ByggtjÃ¤nst Aktiebolag,5562095025,2011,12378,1685,1604,1155,1301,5101,0,3011,12478,7,1755,0.136999999999999,0.4506,1.6941,0,Active,2011-12-31,0
589,A T I ByggtjÃ¤nst Aktiebolag,5562095025,2010,9642,1343,1073,896,1277,3456,0,1898,9642,7,1402,0.1394,0.5194,1.8209,0,Active,2010-12-31,0
590,A-borrning i FalkÃ¶ping Aktiebolag,5562893643,2019,13193,474,474,644,0,3328,0,1868,13215,9,474,0.0359,0.6523,1.7671,0,Active,2019-12-31,0
591,A-borrning i FalkÃ¶ping Aktiebolag,5562893643,2018,12700,701,701,534,0,3046,197,1678,12700,9,701,0.0552,0.7362,1.7729,0,Active,2018-12-31,0
592,A-borrning i FalkÃ¶ping Aktiebolag,5562893643,2017,12965,1418,1414,823,0,4899,0,2901,13010,10,1418,0.109499999999999,0.8892,1.6691,0,Active,2017-12-31,0
593,A-borrning i FalkÃ¶ping Aktiebolag,5562893643,2016,10779,-216,-233,581,0,2786,16,1351,10779,8,-216,-1.0,0.9337,2.0533,0,Active,2016-12-31,0
594,A-borrning i FalkÃ¶ping Aktiebolag,5562893643,2015,9803,-815,-841,124,0,8273,703,6731,9803,8,-815,-1.0,0.882699999999999,1.2239,0,Active,2015-12-31,0
595,A-borrning i FalkÃ¶ping Aktiebolag,5562893643,2014,10878,-1041,-1058,-186,0,9226,600,7910,10878,0,-1041,-1.0,0.9357,1.1631,0,Active,2014-12-31,0
596,A-borrning i FalkÃ¶ping Aktiebolag,5562893643,2011,16002,-2921,-2973,-2973,1597,8700,1035,11105,16170,13,-2014,-1.0,0.5146,0.781899999999999,0,Active,2011-12-31,0
597,A-borrning i FalkÃ¶ping Aktiebolag,5562893643,2010,12252,-810,-859,37,2137,3558,1378,2187,12304,13,-20,-1.0,0.7931,1.4298,0,Active,2010-12-31,0
598,A-Bygg i SÃ¶lvesborg AB,5567280465,2019,37225,2760,2730,1498,1600,10074,562,6561,38267,11,2869,0.0741,0.3381,1.5219,0,Active,2019-12-31,0
599,A-Bygg i SÃ¶lvesborg AB,5567280465,2018,20019,1429,1408,1090,1319,6930,683,4475,20205,10,1512,0.0713999999999999,0.3434,0.999599999999999,0,Active,2018-12-31,0
600,A-Bygg i SÃ¶lvesborg AB,5567280465,2017,21153,1973,1943,1053,1327,5506,802,3509,21536,10,2055,0.0933,0.4042,1.4813,0,Active,2017-12-31,0
601,A-Bygg i SÃ¶lvesborg AB,5567280465,2016,22092,-645,-658,66,1270,4491,866,3800,22289,10,-587,-1.0,0.3051,1.0537,0,Active,2016-12-31,0
602,A-Bygg i SÃ¶lvesborg AB,5567280465,2015,19770,1836,1782,1041,231,7672,2006,3496,20333,10,1902,0.0929,0.3699,2.1862,0,Active,2015-12-31,0
603,A-Bygg i SÃ¶lvesborg AB,5567280465,2014,16727,160,133,87,2034,5039,2335,3810,16828,9,235,0.0096,0.3396,1.31419999999999,0,Active,2014-12-31,0
604,A-Bygg i SÃ¶lvesborg AB,5567280465,2013,16957,843,845,450,271,3927,225,2833,16957,8,895,0.0498,0.324,1.3862,0,Active,2013-12-31,0
605,A-Bygg i SÃ¶lvesborg AB,5567280465,2012,8266,368,368,275,152,1969,35,1438,8266,6,431,0.0446,0.377,1.3693,0,Active,2012-12-31,0
606,A-Bygg i SÃ¶lvesborg AB,5567280465,2011,5995,96,95,85,168,1562,159,1183,5995,5,151,0.016,0.3852,1.3204,0,Active,2011-12-31,0
607,A-Bygg i SÃ¶lvesborg AB,5567280465,2010,3415,190,190,103,199,1040,69,744,3445,4,239,0.0556,0.4422,1.3978,0,Active,2010-12-31,0
608,A-Byggen i Kalmar AB,5567216733,2018,7526,-348,-352,34,90,2067,0,1257,7526,4,-325,-1.0,0.305199999999999,1.6444,0,Active,2018-12-31,0
609,A-Byggen i Kalmar AB,5567216733,2017,6048,251,250,319,63,2896,0,1662,6048,3,315,0.0415,0.3757,1.7425,0,Active,2017-12-31,0
610,A-Byggen i Kalmar AB,5567216733,2016,7221,1123,1122,639,92,3165,0,1415,7221,3,1218,0.1555,0.451899999999999,2.2367,0,Active,2016-12-31,0
611,A-Byggen i Kalmar AB,5567216733,2015,9323,663,660,369,155,2320,0,1177,9323,3,753,0.0711,0.2942,1.9711,0,Active,2015-12-31,0
612,A-Byggen i Kalmar AB,5567216733,2014,6004,-21,-23,265,246,2416,0,1714,6105,3,101,-1.0,0.3681,1.4096,0,Active,2014-12-31,0
613,A-Byggen i Kalmar AB,5567216733,2013,6728,685,688,389,383,2169,0,908,6728,3,825,0.1027,0.4484,2.3888,0,Active,2013-12-31,0
614,A-Byggen i Kalmar AB,5567216733,2012,7910,271,222,89,293,2514,0,1133,7910,5,414,0.0343,0.4133,2.1836,0,Active,2012-12-31,0
615,A-Byggen i Kalmar AB,5567216733,2011,8405,1165,1170,639,765,2361,0,1245,8405,5,1294,0.1394,0.4738,1.8643,0,Active,2011-12-31,0
616,A-Byggen i Kalmar AB,5567216733,2010,6023,781,783,409,895,1587,0,1280,6023,4,910,0.1307,0.479799999999999,1.2086,0,Active,2010-12-31,0
617,A-Byggen i Kalmar AB,5567216733,2009,5227,104,104,56,465,2146,0,2028,5256,4,184,0.0199,0.406199999999999,1.0385,0,Active,2009-12-31,0
618,A-Golv i HarlÃ¶sa Aktiebolag,5568701014,2019,6310,-57,-34,20,392,1191,0,1142,6426,6,80,-1.0,0.7304,1.0175,0,Active,2019-12-31,0
619,A-Golv i HarlÃ¶sa Aktiebolag,5568701014,2018,6080,350,364,234,352,1220,0,938,6260,6,448,0.0605,0.7016,1.274,0,Active,2018-12-31,0
620,A-Golv i HarlÃ¶sa Aktiebolag,5568701014,2017,6059,243,244,189,302,982,0,947,6233,6,337,0.0408,0.6785,1.0053,0,Active,2017-12-31,0
621,A-Golv i HarlÃ¶sa Aktiebolag,5568701014,2016,5846,25,23,20,299,1040,0,1192,5990,5,86,0.0043,0.6546,0.822099999999999,0,Active,2016-12-31,0
622,A-Golv i HarlÃ¶sa Aktiebolag,5568701014,2015,4264,-10,-12,-12,110,768,0,750,4288,4,23,-1.0,0.6834,0.950699999999999,0,Active,2015-12-31,0
623,A-Golv i HarlÃ¶sa Aktiebolag,5568701014,2014,3203,118,115,89,81,454,0,395,3203,3,144,0.0368,0.6553,1.0253,0,Active,2014-12-31,0
624,A-Golv i HarlÃ¶sa Aktiebolag,5568701014,2013,3801,11,7,1,107,494,0,550,3838,3,35,0.0029,0.5896,0.8218,0,Active,2013-12-31,0
625,A-GrÃ¤v C Bohlin AB,5567813422,2019,21538,3240,3124,1984,8112,3169,2396,3041,21656,10,5460,0.1505,1.0,1.0421,0,Active,2019-12-31,0
626,A-GrÃ¤v C Bohlin AB,5567813422,2018,10816,1270,1150,529,7369,1576,2888,2372,10863,6,2774,0.1174,1.0,0.6644,0,Active,2018-12-31,0
627,A-GrÃ¤v C Bohlin AB,5567813422,2017,6338,1048,961,171,6445,1755,2994,2120,6770,4,2209,0.1654,1.0,0.8278,0,Active,2017-12-31,0
628,A-GrÃ¤v C Bohlin AB,5567813422,2016,6214,1945,1907,709,5467,2453,3456,2138,6435,4,2709,0.3132,1.0,1.1473,0,Active,2016-12-31,0
629,A-GrÃ¤v C Bohlin AB,5567813422,2015,2491,2,-21,11,2884,565,1639,1192,2496,3,712,0.0012,1.0,0.474,0,Active,2015-12-31,0
630,A-GrÃ¤v C Bohlin AB,5567813422,2014,1514,113,65,13,2449,273,1137,944,1751,1,894,0.0753,1.0,0.2892,0,Active,2014-12-31,0
631,A-GrÃ¤v C Bohlin AB,5567813422,2013,1603,362,337,213,1046,249,261,354,1603,1,797,0.226499999999999,1.0,0.7034,0,Active,2013-12-31,0
632,A-GrÃ¤v C Bohlin AB,5567813422,2012,1381,179,138,96,1248,319,613,434,1381,1,525,0.1296,1.0,0.735,0,Active,2012-12-31,0
633,A-GrÃ¤v C Bohlin AB,5567813422,2011,1188,115,85,12,1169,299,554,502,1188,1,412,0.0968,1.0,0.5956,0,Active,2011-12-31,0
634,A-GrÃ¤v C Bohlin AB,5567813422,2010,966,390,367,103,1171,353,728,366,966,1,580,0.403699999999999,1.0,0.9645,0,Active,2010-12-31,0
635,A-Inredning & Bygg GHS AB,5565831186,2019,15196,545,487,276,2980,3532,1263,3467,15362,8,754,0.0359,0.4547,1.0187,0,Active,2019-12-31,0
636,A-Inredning & Bygg GHS AB,5565831186,2018,19304,1081,1031,907,3188,3957,1413,3331,19409,8,1290,0.0559999999999999,0.3825,1.1879,0,Active,2018-12-31,0
637,A-Inredning & Bygg GHS AB,5565831186,2017,19641,937,867,583,3397,6763,1563,6144,19876,10,1187,0.0476999999999999,0.4052,1.0977,0,Active,2017-12-31,0
638,A-Inredning & Bygg GHS AB,5565831186,2016,18733,761,710,405,3509,4506,1713,4019,18904,10,1021,0.0412,0.4,1.1212,0,Active,2016-12-31,0
639,A-Inredning & Bygg GHS AB,5565831186,2015,19866,1316,1250,787,3637,4913,1863,3869,19958,10,1555,0.0663,0.451599999999999,1.2698,0,Active,2015-12-31,0
640,A-Inredning & Bygg GHS AB,5565831186,2014,17957,249,206,301,3588,5166,2013,4623,18021,9,455,0.0178,0.3089,1.0606,0,Active,2014-12-31,0
641,A-Inredning & Bygg GHS AB,5565831186,2013,19327,18,-76,56,3829,3784,2163,3244,19421,9,216,0.0028,0.343699999999999,1.1665,0,Active,2013-12-31,0
642,A-Inredning & Bygg GHS AB,5565831186,2012,20475,711,572,365,3992,5620,2313,4689,20779,9,919,0.0358,0.3358,1.0917,0,Active,2012-12-31,0
643,A-Inredning & Bygg GHS AB,5565831186,2011,17173,675,480,335,4230,4964,2463,4243,17303,9,898,0.0395,0.362299999999999,1.1699,0,Active,2011-12-31,0
644,A-Inredning & Bygg GHS AB,5565831186,2010,15997,158,43,65,4124,3050,2613,2374,16035,8,345,0.012,0.334099999999999,1.0712,0,Active,2010-12-31,0
645,Ã–-Golv Aktiebolag,5566781075,2019,7061,866,866,677,723,2568,0,1608,7080,5,898,0.1226,0.6574,1.4216,0,Active,2019-12-31,0
646,Ã–-Golv Aktiebolag,5566781075,2018,6188,567,566,420,113,2254,0,1356,6259,5,585,0.0916,0.6513,1.54569999999999,0,Active,2018-12-31,0
647,Ã–-Golv Aktiebolag,5566781075,2017,5951,653,652,488,32,1932,0,891,5976,5,670,0.110199999999999,0.6792,1.78,0,Active,2017-12-31,0
648,Ã–-Golv Aktiebolag,5566781075,2016,7618,1244,1468,1138,504,2542,0,1462,7638,6,1277,0.192699999999999,0.665,1.5369,0,Active,2016-12-31,0
649,Ã–-Golv Aktiebolag,5566781075,2015,8196,1710,1815,1838,1644,2774,0,2471,8208,6,1740,0.2216,0.662,0.995499999999999,0,Active,2015-12-31,0
650,Ã–-Golv Aktiebolag,5566781075,2014,6260,491,517,606,2320,1555,0,825,6314,5,520,0.0828999999999999,0.6677,1.5115,0,Active,2014-12-31,0
651,Ã–-Golv Aktiebolag,5566781075,2013,7027,819,825,445,1107,3033,0,1276,7043,5,843,0.1177,0.6327,2.0831,0,Active,2013-12-31,0
652,Ã–-Golv Aktiebolag,5566781075,2012,7278,820,831,454,1055,2624,0,1349,7278,5,846,0.1147,0.655799999999999,1.63229999999999,0,Active,2012-12-31,0
653,Ã–-Golv Aktiebolag,5566781075,2011,5839,523,513,271,276,3459,0,1948,5839,4,545,0.0897,0.5549,1.3578,0,Active,2011-12-31,0
654,Ã–-Golv Aktiebolag,5566781075,2010,5634,526,522,286,70,2464,0,1033,5634,4,556,0.0934,0.6138,2.1123,0,Active,2010-12-31,0
655,Ã–.S MÃ¥leri Aktiebolag,5565557047,2018,7606,755,729,729,102,1497,0,640,7844,7,782,0.0993,0.6442,2.3391,0,Active,2018-12-31,0
656,Ã–.S MÃ¥leri Aktiebolag,5565557047,2017,6159,50,7,7,30,502,0,303,6164,5,68,0.0081,0.3864,1.6568,0,Active,2017-12-31,0
657,Ã–.S MÃ¥leri Aktiebolag,5565557047,2016,6321,49,17,17,4,1390,0,1172,6366,6,59,0.0079,0.4305,1.186,0,Active,2016-12-31,0
658,Ã–.S MÃ¥leri Aktiebolag,5565557047,2015,3987,129,108,108,14,580,0,388,4138,4,157,0.0324,0.5814,1.4948,0,Active,2015-12-31,0
659,Ã–.S MÃ¥leri Aktiebolag,5565557047,2014,3464,-18,-53,-53,42,447,0,391,3641,3,6,-1.0,0.535799999999999,1.1432,0,Active,2014-12-31,0
660,Ã–.S MÃ¥leri Aktiebolag,5565557047,2013,8390,-392,-437,-437,191,868,216,692,8497,8,-362,-1.0,0.4652,1.2543,0,Active,2013-12-31,0
661,Ã–.S MÃ¥leri Aktiebolag,5565557047,2012,9822,-29,-58,-58,265,1639,166,1151,9834,8,12,-1.0,0.391599999999999,1.424,0,Active,2012-12-31,0
662,Ã–.S MÃ¥leri Aktiebolag,5565557047,2011,6824,33,4,4,76,1314,92,652,6920,5,84,0.005,0.335,2.0153,0,Active,2011-12-31,0
663,Ã–.S MÃ¥leri Aktiebolag,5565557047,2010,5882,-362,-390,-390,65,1009,0,432,5892,5,-318,-1.0,0.3317,2.3356,0,Active,2010-12-31,0
664,Ã–.S MÃ¥leri Aktiebolag,5565557047,2009,5680,-111,-128,-128,102,1077,0,146,5724,5,-69,-1.0,0.3611,7.3767,0,Active,2009-12-31,0
665,Ã–bergs Vent Teknik AB,5565606315,2019,52068,4184,4328,3837,59,11682,0,5789,52134,25,4199,0.0842,0.4097,2.018,0,Active,2019-12-31,0
666,Ã–bergs Vent Teknik AB,5565606315,2018,49705,5452,5447,4583,0,16113,0,8805,49792,20,5452,0.1097,0.4006,1.83,0,Active,2018-12-31,0
667,Ã–bergs Vent Teknik AB,5565606315,2017,42809,5284,5272,4308,0,14231,0,6730,42869,18,5284,0.1234,0.4159,2.1146,0,Active,2017-12-31,0
668,Ã–bergs Vent Teknik AB,5565606315,2016,36181,4003,4004,3174,0,11879,0,5309,36380,15,4003,0.1107,0.3977,2.2375,0,Active,2016-12-31,0
669,Ã–bergs Vent Teknik AB,5565606315,2015,31019,3873,3864,2289,0,9793,0,4314,31064,12,3873,0.1249,0.3917,2.2701,0,Active,2015-12-31,0
670,Ã–bergs Vent Teknik AB,5565606315,2014,22248,2359,2354,1822,0,6021,0,1932,22248,11,2359,0.1061,0.4261,3.1165,0,Active,2014-12-31,0
671,Ã–bergs Vent Teknik AB,5565606315,2013,18873,2750,2746,1504,0,5758,0,2091,18873,9,2750,0.1457,0.426199999999999,2.7537,0,Active,2013-12-31,0
672,Ã–bergs Vent Teknik AB,5565606315,2012,13230,1982,1980,982,0,3873,0,1403,13230,8,1982,0.1499,0.488699999999999,2.7605,0,Active,2012-12-31,0
673,Ã–bergs Vent Teknik AB,5565606315,2011,10911,1095,1085,589,0,2832,0,1569,10911,7,1101,0.100399999999999,0.5386,1.805,0,Active,2011-12-31,0
674,Ã–bergs Vent Teknik AB,5565606315,2010,7088,351,342,172,6,2135,0,873,7088,5,364,0.0495,0.5557,2.4456,0,Active,2010-12-31,0
675,Ã–BL Ventilation AB,5565872032,2017,17576,-1361,-1381,-501,14,2699,0,2578,17614,11,-1343,-1.0,0.352299999999999,0.9096,1,Inactive,2017-12-31,0
676,Ã–BL Ventilation AB,5565872032,2016,22570,1040,941,542,32,4508,645,2909,22853,11,1058,0.0463,0.3428,1.43139999999999,0,Inactive,2016-12-31,0
677,Ã–BL Ventilation AB,5565872032,2015,14861,164,65,47,50,4336,1258,2923,14861,11,182,0.0116,0.4021,1.3613,0,Inactive,2015-12-31,0
678,Ã–BL Ventilation AB,5565872032,2014,15437,682,571,553,68,5266,1181,3995,15481,11,707,0.0446,0.3917,1.2288,0,Inactive,2014-12-31,0
679,Ã–BL Ventilation AB,5565872032,2013,11485,82,-63,-63,20,2458,0,2873,11556,9,114,0.0073,0.4513,0.702399999999999,0,Inactive,2013-12-31,0
680,Ã–BL Ventilation AB,5565872032,2012,15476,188,0,0,35,3527,222,3923,15476,11,236,0.0128,0.4077,0.8381,0,Inactive,2012-12-31,0
681,Ã–BL Ventilation AB,5565872032,2011,22902,675,422,422,83,4632,444,4853,23004,10,729,0.0296,0.3261,0.9083,0,Inactive,2011-12-31,0
682,Ã–BL Ventilation AB,5565872032,2010,17168,-703,-910,-910,137,3396,667,3871,17168,13,-640,-1.0,0.3947,0.8504,0,Inactive,2010-12-31,0
683,Ã–BL Ventilation AB,5565872032,2009,23523,-653,-1087,-1087,218,5976,2981,3907,23525,15,-516,-1.0,0.337,1.1062,0,Inactive,2009-12-31,0
684,Ã–BL Ventilation AB,5565872032,2008,25853,315,26,26,378,3828,60,3754,25853,15,315,0.0121999999999999,0.2662,0.9928,0,Inactive,2008-12-31,0
685,Ã–ckerÃ¶ RÃ¶rlÃ¤ggeri Aktiebolag,5564547841,2019,37482,7263,7291,5722,9858,14170,0,6945,37539,12,7361,0.1946,0.5688,1.91039999999999,0,Active,2019-12-31,0
686,Ã–ckerÃ¶ RÃ¶rlÃ¤ggeri Aktiebolag,5564547841,2018,33507,5772,5769,4817,8155,11708,0,5479,33626,12,5870,0.1723,0.475099999999999,1.9796,0,Active,2018-12-31,0
687,Ã–ckerÃ¶ RÃ¶rlÃ¤ggeri Aktiebolag,5564547841,2017,37660,6882,6880,5346,3403,18704,0,9000,37850,12,6980,0.1827,0.6522,1.9866,0,Active,2017-12-31,0
688,Ã–ckerÃ¶ RÃ¶rlÃ¤ggeri Aktiebolag,5564547841,2016,38980,5072,5064,3925,3501,14306,0,6789,38980,12,5170,0.1301,0.5305,1.9901,0,Active,2016-12-31,0
689,Ã–ckerÃ¶ RÃ¶rlÃ¤ggeri Aktiebolag,5564547841,2015,34036,6278,6280,4875,3581,13258,0,6578,34114,13,6372,0.1845,0.561199999999999,1.8997,0,Active,2015-12-31,0
690,Ã–ckerÃ¶ RÃ¶rlÃ¤ggeri Aktiebolag,5564547841,2014,28910,3832,3973,3078,3675,11370,0,6802,29045,14,3926,0.1374,0.570099999999999,1.5637,0,Active,2014-12-31,0
691,Ã–ckerÃ¶ RÃ¶rlÃ¤ggeri Aktiebolag,5564547841,2013,28889,3827,3907,3031,3769,10237,0,5923,28890,14,3978,0.1352,0.5645,1.6149,0,Active,2013-12-31,0
692,Ã–ckerÃ¶ RÃ¶rlÃ¤ggeri Aktiebolag,5564547841,2012,24214,1691,1763,949,4420,6864,0,3843,24363,13,1856,0.081,0.5278,1.623,0,Active,2012-12-31,0
693,Ã–ckerÃ¶ RÃ¶rlÃ¤ggeri Aktiebolag,5564547841,2011,23249,2331,2297,1664,6390,6261,0,4630,23441,13,2687,0.1056,0.478,1.2361,0,Active,2011-12-31,0
694,Ã–ckerÃ¶ RÃ¶rlÃ¤ggeri Aktiebolag,5564547841,2010,28402,1288,1239,1530,6199,9347,0,6635,28402,14,1899,0.0455999999999999,0.4489,1.33199999999999,0,Active,2010-12-31,0
695,Ã–deshÃ¶gs MÃ¥leri & FÃ¤rg AB,5566171053,2019,5853,1961,2266,1451,5870,7722,0,785,5853,4,2153,0.3889,0.782999999999999,8.7274,0,Active,2019-12-31,0
696,Ã–deshÃ¶gs MÃ¥leri & FÃ¤rg AB,5566171053,2018,7016,1891,2160,1446,6027,6528,0,1038,7046,4,2102,0.3153,0.805999999999999,6.0482,0,Active,2018-12-31,0
697,Ã–deshÃ¶gs MÃ¥leri & FÃ¤rg AB,5566171053,2017,6366,1580,2443,1594,6137,6700,1131,1295,6366,4,1820,0.3883,0.6265,4.3236,0,Active,2017-12-31,0
698,Ã–deshÃ¶gs MÃ¥leri & FÃ¤rg AB,5566171053,2016,6339,1149,1525,1187,5100,6344,1183,1403,6608,4,1345,0.245,0.5255,4.0841,0,Active,2016-12-31,0
699,Ã–deshÃ¶gs MÃ¥leri & FÃ¤rg AB,5566171053,2015,5784,862,1071,727,5045,5755,1235,1204,6696,5,1074,0.1926,0.5353,4.7799,0,Active,2015-12-31,0
700,Ã–deshÃ¶gs MÃ¥leri & FÃ¤rg AB,5566171053,2014,6875,2460,3418,2003,5844,4496,1300,1014,7167,5,2668,0.5023,0.71,4.43389999999999,0,Active,2014-12-31,0
701,Ã–deshÃ¶gs MÃ¥leri & FÃ¤rg AB,5566171053,2013,6640,861,999,517,5073,3186,1825,686,6643,5,1080,0.1583,0.5134,4.5671,0,Active,2013-12-31,0
702,Ã–deshÃ¶gs MÃ¥leri & FÃ¤rg AB,5566171053,2012,7045,1863,1891,1079,5415,4108,2981,1406,7045,5,2047,0.2829,0.6493,2.7368,0,Active,2012-12-31,0
703,Ã–deshÃ¶gs MÃ¥leri & FÃ¤rg AB,5566171053,2011,4995,447,464,231,3362,2091,794,1019,5125,4,641,0.0926999999999999,0.598,2.052,0,Active,2011-12-31,0
704,Ã–deshÃ¶gs MÃ¥leri & FÃ¤rg AB,5566171053,2010,7442,1913,1902,1051,3395,2207,934,1276,7442,4,2121,0.2657,0.5851,1.7296,0,Active,2010-12-31,0
